시나리오,ID,성별,번호,대사,파일명,emotion
J28,4082,F2,3,아 몰라. 기억도 안 나.,J28_4082_F2_03,angry
J28,4082,F1,4,으이그. 철 좀 들어라.,J28_4082_F1_04,neutral
J28,4082,F2,4,이게 으른들의 세계야. 아가야.,J28_4082_F2_04,neutral
J28,4082,F1,5,"뭐래. 으~른들이, 이렇게 술을 쳐마시냐?",J28_4082_F1_05,disgust
J28,4082,F2,5,"그럼. 으른들은 하루에 한 번씩, 술을 마셔줘야 한단다.",J28_4082_F2_05,neutral
J28,4082,F1,6,어이구. 꼰대 진짜. 엄마가 보면 또 잔소리 왕창 할걸.,J28_4082_F1_06,angry
J28,4082,F2,6,"아, 엄마 어디 갔어?",J28_4082_F2_06,neutral
J28,4082,F1,7,"엄마 아침 일찍, 교회 갔지. 이제 곧 들어오실걸.",J28_4082_F1_07,neutral
J28,4082,F2,7,"아, 일어나서 씻어야겠다.  아 안되겠어. 좀 더 자야되겠다. 아 속쓰려.",J28_4082_F2_07,disgust
J28,4082,F1,8,어휴 이해 안 돼. 그 맛도 없는걸 왜 그렇게 마시는지.,J28_4082_F1_08,disgust
J28,4082,F2,8,맛 없는거 어떻게 알아. 너 술 마셔봤어?,J28_4082_F2_08,disgust
J28,4082,F1,9,아..아니. 그냥 말이 그렇다는거지.,J28_4082_F1_09,neutral
J28,4083,F1,1,아 대박. 주니어들이다.,J28_4083_F1_01,disgust
J28,4083,F2,1,뭐야. 얘넨 또 누구야.,J28_4083_F2_01,neutral
J28,4083,F1,2,언니 얘네 몰라? 이번에 예능 프로에서 선발된 애들이잖아.,J28_4083_F1_02,angry
J28,4083,F2,2,아아. 그거 또 나왔냐? 이번엔 또 누가 됐대.,J28_4083_F2_02,angry
J28,4083,F1,3,내가 좋아하는 애가 최종 데뷔 멤버로 선발됐어. 대박이지.,J28_4083_F1_03,neutral
J28,4083,F2,3,누군데?,J28_4083_F2_03,neutral
J28,4083,F1,4,방금. 방금 지나간 애.,J28_4083_F1_04,neutral
J28,4083,F2,4,초록머리?,J28_4083_F2_04,neutral
J28,4083,F1,5,아니. 약간 그레이.,J28_4083_F1_05,neutral
J28,4083,F2,5,"아, 방금 봤다. 뭐, 잘생기긴 했네.",J28_4083_F2_05,neutral
J28,4083,F1,6,"잘생긴 것 뿐만 아니라, 춤도 잘 추고, 노래도 잘 하고. 완전 다재다능해.",J28_4083_F1_06,neutral
J28,4083,F2,6,"야, 아이돌이 그럼 다 잘해야지. 요즘 같은 경쟁 시대에.",J28_4083_F2_06,sadness
J28,4083,F1,7,"치, 지는 하나도 잘, 못 하면서.",J28_4083_F1_07,sadness
J28,4083,F2,7,그래서 내가 아이돌 안 하는 거 아냐.,J28_4083_F2_07,neutral
J28,4083,F1,8,그건 그러네.,J28_4083_F1_08,neutral
J28,4083,F2,8,야 근데 쟤는 왜 저렇게 비실비실 말랐냐. 남자가 말이야. 허벅지가 튼실해야지.,J28_4083_F2_08,disgust
J28,4083,F1,9,어우 더러워. 맨날 하는 얘기마다 왜그래?,J28_4083_F1_09,disgust
J28,4084,F2,1,너 남친 생겼어?,J28_4084_F2_01,neutral
J28,4084,F1,1,어케 알았어?,J28_4084_F1_01,neutral
J28,4084,F2,2,"아니 온통 SNS에 사진 올려놨는데, 어떻게 모르냐?",J28_4084_F2_02,neutral
J28,4084,F1,2,헐. 언니 나 팔로우 하고 있었어?,J28_4084_F1_02,neutral
J28,4084,F2,3,당연하지. 그러니까 계정을 잠궈야지 바보야.,J28_4084_F2_03,neutral
J28,4084,F1,3,헐 치사해. 그럼 이때까지 내 생활 다 감시한거야?,J28_4084_F1_03,disgust
J28,4084,F2,4,감시하긴 뭘 감시하냐. 나 SNS 잘 하지도 않아.,J28_4084_F2_04,neutral
J28,4084,F1,4,근데 어떻게 봤어.,J28_4084_F1_04,neutral
J28,4084,F2,5,그냥 요즘 심심하길래 봤어. 근데 걔는 뭐야. 어느 학교야?,J28_4084_F2_05,neutral
J28,4084,F1,5,그냥 같은 학교야.,J28_4084_F1_05,neutral
J28,4084,F2,6,아니 남녀 분반인데 어떻게 만났대?,J28_4084_F2_06,sadness
J28,4084,F1,6,친구가 소개해줬어.,J28_4084_F1_06,neutral
J28,4084,F2,7,"어휴, 공부나 하지 진짜.",J28_4084_F2_07,angry
J28,4084,F1,7,언니도 고딩 때 연애 했잖아. 왜 나한테만 그래.,J28_4084_F1_07,angry
J28,4084,F2,8,"알았어. 근데, 걔는 몇 살이야?",J28_4084_F2_08,neutral
J28,4084,F1,8,고2.,J28_4084_F1_08,sadness
J28,4084,F2,9,곧 고3이네. 헤어지지 말고 잘 사겨.,J28_4084_F2_09,sadness
J28,4084,F1,9,뭔 상관이야.,J28_4084_F1_09,disgust
J28,4084,F2,10,"야 내가 니 언닌데, 이 정도는 상관할 수 있는 거 아니야?",J28_4084_F2_10,angry
J28,4084,F1,10,응 아니야.,J28_4084_F1_10,neutral
J28,4085,F1,1,아 배고파.,J28_4085_F1_01,neutral
J28,4085,F2,1,뭐 시켜먹을까?,J28_4085_F2_01,neutral
J28,4085,F1,2,뭐?,J28_4085_F1_02,neutral
J28,4085,F2,2,치킨? 아니면 짜장면?,J28_4085_F2_02,neutral
J28,4085,F1,3,아 안돼. 나 요즘 다이어트 중이란 말이야.,J28_4085_F1_03,neutral
J28,4085,F2,3,야 너는 자라나는 새싹이 무슨 다이어트야. 잘 먹어야 키 크지.,J28_4085_F2_03,neutral
J28,4085,F1,4,됐어. 키는 이미 글렀어. 엄마랑 언니를 봐. 내가 거기서 더 크겠어?,J28_4085_F1_04,angry
J28,4085,F2,4,희망을 버리지 말아야지. 나도 고등학교 때 조금 컸어.,J28_4085_F2_04,neutral
J28,4085,F1,5,얼마나?,J28_4085_F1_05,neutral
J28,4085,F2,5,"한 1, 2센티?",J28_4085_F2_05,neutral
J28,4085,F1,6,어휴. 그거 크느니 그냥 날씬하게 살래.,J28_4085_F1_06,neutral
J28,4085,F2,6,살이야 대학 와서 빼면 돼.,J28_4085_F2_06,neutral
J28,4085,F1,7,아 언니까지 그 소리야? 언니 대학 가서 살 더 쪘다며.,J28_4085_F1_07,sadness
J28,4085,F2,7,그건 그렇지. 근데 그건 내가 하도 술을 쳐마셔서…,J28_4085_F2_07,sadness
J28,4085,F1,8,나라고 술 안 마신다는 보장 있어?,J28_4085_F1_08,neutral
J28,4085,F2,8,알았다 알았어. 그럼 뭐 먹는다고?,J28_4085_F2_08,neutral
J28,4085,F1,9,그냥 그럼 비빔국수나 삶아먹자.,J28_4085_F1_09,neutral
J28,4085,F2,9,야 비빔국수가 엄청 살쪄 바보야.,J28_4085_F2_09,sadness
J28,4086,F2,1,"나, 형준이랑 헤어졌다.",J28_4086_F2_01,sadness
J28,4086,F1,1,뭐? 왜?,J28_4086_F1_01,neutral
J28,4086,F2,2,그냥. 원거리가 너무 힘들기도 하고. 점점 대화도 안 통하고.,J28_4086_F2_02,sadness
J28,4086,F1,2,그래도. 엄청 오래 사귀었잖아. 아쉽지 않아?,J28_4086_F1_02,neutral
J28,4086,F2,3,아쉽긴 하지. 근데 그냥 이대로 사귀기는 너무 힘들 것 같애서.,J28_4086_F2_03,sadness
J28,4086,F1,3,그래. 잘 했어. 언니 맘 가는대로 하는거지.,J28_4086_F1_03,neutral
J28,4086,F2,4,응. 그래도 힘들긴 하다.,J28_4086_F2_04,sadness
J28,4086,F1,4,그럼 당연히 힘들지. 언니랑 형준이 오빠는 고등학생 때부터 만났는데.,J28_4086_F1_04,sadness
J28,4086,F2,5,그러게. 완전히 가족 같은 애였는데. 이렇게 헤어지고 나니까 기분이 이상해.,J28_4086_F2_05,sadness
J28,4086,F1,5,엄마 아빠랑도 다 아는 사이잖아.,J28_4086_F1_05,angry
J28,4086,F2,6,맞네…. 엄마한테도 얘기해야겠다.,J28_4086_F2_06,neutral
J28,4086,F1,6,엄마가 엄청 서운해 하겠다. 엄마가 형준이오빠 엄청 좋아했는데.,J28_4086_F1_06,sadness
J28,4086,F2,7,아 모르겠다. 생각할 것도 엄청 많네.,J28_4086_F2_07,neutral
J28,4086,F1,7,그러게. 오래 사귀고 헤어지는 거 엄청 힘들겠다.,J28_4086_F1_07,sadness
J28,4086,F2,8,응. 너는 꼭 좋은 사람 만나.,J28_4086_F2_08,neutral
J28,4086,F1,8,나는 진혁이랑 결혼할건데?,J28_4086_F1_08,neutral
J28,4087,F2,1,"야, 너 이거 뭐야.",J28_4087_F2_01,neutral
J28,4087,F1,1,응? 이거 왜.,J28_4087_F1_01,neutral
J28,4087,F2,2,이거 완전 비싼 브랜드 아니야?,J28_4087_F2_02,neutral
J28,4087,F1,2,그래? 난 잘 몰라. 엄마가 사줬어.,J28_4087_F1_02,neutral
J28,4087,F2,3,엄마가? 우와…. 진짜 배신감 든다.,J28_4087_F2_03,sadness
J28,4087,F1,3,왜.,J28_4087_F1_03,neutral
J28,4087,F2,4,아니 엄마 진짜 너무하네. 내가 저번에 핸드백 사달라고 했을 때는 들은 척도 안 하더니. 너한테는 이렇게 비싼 시계나 사주고.,J28_4087_F2_04,angry
J28,4087,F1,4,나 이번에 중간고사 전교 3등 해서 준거야.,J28_4087_F1_04,neutral
J28,4087,F2,5,야 나도 매번 전교 5등 안에 들었거든? 근데 이런 거 사준 적 없어.,J28_4087_F2_05,angry
J28,4087,F1,5,흥분하지 마.,J28_4087_F1_05,angry
J28,4087,F2,6,아니 그리고 너같은 꼬맹이한테 이렇게 비싼 걸 사주면 어떡해? 그러다 잃어버리면?,J28_4087_F2_06,angry
J28,4087,F1,6,안 잃어버려.,J28_4087_F1_06,sadness
J28,4087,F2,7,그걸 너가 어떻게 알아? 안되겠다. 이거 내놔.,J28_4087_F2_07,angry
J28,4087,F1,7,왜?,J28_4087_F1_07,neutral
J28,4087,F2,8,"너 갖고 다니면은 괜히 잃어버리기만 하고. 그리고 같은 또래 애들한테, 괜히 질투심만 유발해서, 너 왕따당할걸. 그냥 언니한테 줘.",J28_4087_F2_08,angry
J28,4087,F1,8,"뭐래. 왜 여기와서 괜히 억지야. 그냥 엄마한테 하나 사달라고 해. 아니다, 언니 이제 돈 버니까 그냥 언니가 돈 모아서 사.",J28_4087_F1_08,sadness
J28,4087,F2,9,너 이게 얼마 짜린줄 알고 돈 모아서 사래. 이거 몇 백짜리야.,J28_4087_F2_09,angry
J28,4087,F1,9,그 정도라고..?,J28_4087_F1_09,neutral
J28,4088,F1,1,언니 어제 어디서 잤어?,J28_4088_F1_01,neutral
J28,4088,F2,1,나? 어제 그냥.. 지영이네 집에서 잤어.,J28_4088_F2_01,sadness
J28,4088,F1,2,지영이 언니? 어제 내가 전화했었는데. 거짓말 좀 치지 마. 어디서 잤어.,J28_4088_F1_02,neutral
J28,4088,F2,2,동생아. 다 알면서 왜 이래.,J28_4088_F2_02,angry
J28,4088,F1,3,설마? 또 우석오빠네 집에서 잤어?,J28_4088_F1_03,neutral
J28,4088,F2,3,목소리 좀 낮춰.,J28_4088_F2_03,neutral
J28,4088,F1,4,아 진짜. 엄마 알면 큰일 나는데. 왜 그런대.,J28_4088_F1_04,fear
J28,4088,F2,4,너도 크면 알게 될거야.,J28_4088_F2_04,neutral
J28,4088,F1,5,몰라. 별로 알고 싶지 않아. 남자랑 그러고 싶냐.,J28_4088_F1_05,angry
J28,4088,F2,5,암튼 엄마한텐 비밀이야.,J28_4088_F2_05,neutral
J28,4088,F1,6,휴. 엄마도 대충 알텐데.,J28_4088_F1_06,neutral
J28,4088,F2,6,진짜? 어떻게?,J28_4088_F2_06,surprise
J28,4088,F1,7,아니 아까 엄마가. 언니 어제 들어왔냐고 그래서.,J28_4088_F1_07,sadness
J28,4088,F2,7,그래서?,J28_4088_F2_07,neutral
J28,4088,F1,8,약간 얼버무렸거든.,J28_4088_F1_08,sadness
J28,4088,F2,8,야 그냥 거짓말 좀 치지.,J28_4088_F2_08,angry
J28,4088,F1,9,"아니 거짓말 했다가 들통 나면, 더 큰일나잖아. 엄마랑 지영이 아줌마도 친한데.",J28_4088_F1_09,sadness
J28,4088,F2,9,그래 알았어. 내가 이따 엄마한테 연막 좀 쳐야겠다.,J28_4088_F2_09,neutral
J28,4088,F1,10,"어휴. 다 큰 처녀가 왜, 외간 남자 집에서 자는거야 정말.",J28_4088_F1_10,sadness
J28,4088,F2,10,다 큰 처녀니깐 자지. 바보야.,J28_4088_F2_10,sadness
J28,4089,F2,1,너 오늘 과외는 잘 다녀왔어?,J28_4089_F2_01,neutral
J28,4089,F1,1,응.,J28_4089_F1_01,neutral
J28,4089,F2,2,오늘 수업 땐 뭐 했어?,J28_4089_F2_02,neutral
J28,4089,F1,2,"그냥 오늘 문제집 풀고, 문법 좀 나가고 했지.",J28_4089_F1_02,neutral
J28,4089,F2,3,단어는?,J28_4089_F2_03,neutral
J28,4089,F1,3,단어는 기본으로 하지. 매일 30개씩 외우고 시험 봐.,J28_4089_F1_03,sadness
J28,4089,F2,4,매일 30개씩? 좀 적은 거 아닌가.,J28_4089_F2_04,neutral
J28,4089,F1,4,그것도 힘든데.,J28_4089_F1_04,sadness
J28,4089,F2,5,"나는 하루에 100개씩 외웠는데. 그 정도는 외워야 수능, 다 커버치지.",J28_4089_F2_05,sadness
J28,4089,F1,5,그거는 언니지. 나는 언니랑 다르다고.,J28_4089_F1_05,neutral
J28,4089,F2,6,"나 정도는 노력을 해야, 좋은 대학 가지. 바보야.",J28_4089_F2_06,sadness
J28,4089,F1,6,됐어. 나 그냥 인서울만 해도 만족해.,J28_4089_F1_06,sadness
J28,4089,F2,7,"꿈을 크게 가져야지. 과녁을 멀리 둬야, 그 가까이 있는 과녁이라도, 맞추는거야.",J28_4089_F2_07,neutral
J28,4089,F1,7,아 잔소리 좀 그만해. 언니가 엄마야?,J28_4089_F1_07,angry
J28,4089,F2,8,"걱정되니까 그러지. 내가 대학 와보니까, 좋은 대학 나오는게 장땡이야. 가지고 있는 건 많은데, 대학이 안 좋아서, 피보는 애들 많이 봤다니까. 무조건, 좋은 대학 나와야해.",J28_4089_F2_08,neutral
J28,4089,F1,8,그만해. 숨막힌다고.,J28_4089_F1_08,sadness
J28,4089,F2,9,너는 아직 철이 덜 들었어.,J28_4089_F2_09,neutral
J28,4089,F1,9,야!!!! 그만 하라고!!!!,J28_4089_F1_09,angry
J28,4090,F2,1,"주말에 너 놀이공원 같이 갈래? 나, 친구들이랑 같이 갈건데.",J28_4090_F2_01,neutral
J28,4090,F1,1,친구 누구?,J28_4090_F1_01,neutral
J28,4090,F2,2,혜영이랑 민규랑 은상이.,J28_4090_F2_02,neutral
J28,4090,F1,2,아…  은상이 오빠도 와? 요즘 알바 하느라 바쁘다며.,J28_4090_F1_02,neutral
J28,4090,F2,3,응. 근데 주말에는 쉰대.,J28_4090_F2_03,neutral
J28,4090,F1,3,아. 그렇구나.,J28_4090_F1_03,neutral
J28,4090,F2,4,"그래서, 너 시간 돼? 애들이 너 보고 싶다던데.",J28_4090_F2_04,angry
J28,4090,F1,4,나는… 되지.,J28_4090_F1_04,sadness
J28,4090,F2,5,너 근데 주말에 수학 학원 있지 않나?,J28_4090_F2_05,neutral
J28,4090,F1,5,아니. 엄마한테 하루만 쉰다고 하면 되지.,J28_4090_F1_05,neutral
J28,4090,F2,6,"엄마 또 난리 날텐데. 너 학원 빠지는 거 싫어하잖아. 아, 엄마한테 잔소리 듣기 싫은데. 야 너 그냥 담에 같이 가.",J28_4090_F2_06,angry
J28,4090,F1,6,안돼. 나도 갈 거야!,J28_4090_F1_06,neutral
J28,4090,F2,7,갑자기 왜 이래.,J28_4090_F2_07,sadness
J28,4090,F1,7,"아니, 나라고 매주 학원 가는거 좋을줄 알아? 나도 하루쯤은 쉴 수 있잖아….",J28_4090_F1_07,neutral
J28,4090,F2,8,그래 알았어. 그럼 애들한테 너 온다고 말해놓는다?,J28_4090_F2_08,angry
J28,4090,F1,8,응! 엄마한테 내가 얘기할게.,J28_4090_F1_08,neutral
J28,4090,F2,9,왜 이렇게 적극적인거야?,J28_4090_F2_09,neutral
J28,4090,F1,9,"근데 언니, 나 그날 언니 노란 원피스 빌려주면 안돼?",J28_4090_F1_09,sadness
J28,4090,F2,10,"엥? 야 무슨 놀이공원 가는데 원피스를 입어. 불편하게. 그냥 츄리닝이나 입어. 거기 잘 보일 사람이, 누가 있다고…. 아? 너 혹시?",J28_4090_F2_10,sadness
J28,4090,F1,10,아 아니야 아니야. 알았어. 그냥 츄리닝만 입을게.,J28_4090_F1_10,sadness
J28,4091,F2,1,자. 선물.,J28_4091_F2_01,neutral
J28,4091,F1,1,엥? 이게 뭐야?,J28_4091_F1_01,surprise
J28,4091,F2,2,아니 너. 맨날 학교에서 앉아 있느라 허리 아프다며. 그래서 샀어.,J28_4091_F2_02,sadness
J28,4091,F1,2,헐. 감동이네. 웬일로 생일 선물이야?,J28_4091_F1_02,surprise
J28,4091,F2,3,"야 무슨 감동씩이냐. 그리고, 내가 너 매년, 선물 줬는데, 무슨 소리야.",J28_4091_F2_03,angry
J28,4091,F1,3,그랬나. 맨날 너무 작은 거여서 까먹었나보다.,J28_4091_F1_03,angry
J28,4091,F2,4,너무하네 진짜. 이제 치사해서 안 줘.,J28_4091_F2_04,angry
J28,4091,F1,4,아 장난이야. 또 그런 걸로 삐지냐.,J28_4091_F1_04,disgust
J28,4091,F2,5,장난 맞지?,J28_4091_F2_05,surprise
J28,4091,F1,5,그럼. 암튼 고마워. 이거 베고 맨날 자야겠다.,J28_4091_F1_05,happiness
J28,4091,F2,6,수업 시간엔 자지 말고. 쉬는 시간에 베고 자.,J28_4091_F2_06,neutral
J28,4091,F1,6,알았어. 나 수업 시간엔 절대 안 자. 얼마나 모범생인데.,J28_4091_F1_06,neutral
J28,4091,F2,7,그래. 너 괜히 수업 시간에 졸아서 성적 떨어지면 내 탓일거 아냐. 그러니까 열공해.,J28_4091_F2_07,sadness
J28,4091,F1,7,알았어. 고마워.,J28_4091_F1_07,neutral
J28,4091,F2,8,언니 생일은 한 달 뒤인거 알지?,J28_4091_F2_08,neutral
J28,4091,F1,8,알지. 근데 무슨 고등학생한테 선물을 뜯어내냐?,J28_4091_F1_08,angry
J28,4091,F2,9,뜯어낼 건 또 뜯어내야지.,J28_4091_F2_09,sadness
J28,4092,F1,1,선생님 저 이번주에 수시 원서 내러 가요.,J28_4092_F1_01,sadness
J28,4092,F2,1,아 진짜? 언제?,J28_4092_F2_01,surprise
J28,4092,F1,2,화요일부터 금요일까진데. 금요일에 갈 것 같아요. 그 전에 시험기간이라.,J28_4092_F1_02,neutral
J28,4092,F2,2,"아, 시험 보고 바로 내러 가는구나. 좀 급하네.",J28_4092_F2_02,neutral
J28,4092,F1,3,네…. 그래서 미리 준비해놓으려고요.,J28_4092_F1_03,sadness
J28,4092,F2,3,그래 잘 생각했어. 길은 알아?,J28_4092_F2_03,neutral
J28,4092,F1,4,"네. 지도에 찾아보긴 했는데, 근데 너무 어렵더라고요. 길이 좀 복잡하던데.",J28_4092_F1_04,sadness
J28,4092,F2,4,맞아. 우리 학교가 좀 이상해. 문이 어딨는지 찾기가 힘들어.,J28_4092_F2_04,sadness
J28,4092,F1,5,그러게요. 그 날 길 잃으면 안 되는데.,J28_4092_F1_05,sadness
J28,4092,F2,5,내가 약도 보내줄게.,J28_4092_F2_05,neutral
J28,4092,F1,6,"감사합니다. 참, 그리고, 여쭤보고 싶은게 있는데.",J28_4092_F1_06,neutral
J28,4092,F2,6,뭔데?,J28_4092_F2_06,neutral
J28,4092,F1,7,혹시 학교 근처에 맛집 있어요? 친구랑 같이 원서 내러 가는데 거기 식당을 하나도 몰라서.,J28_4092_F1_07,neutral
J28,4092,F2,7,아 그래. 뭐가 먹고 싶은데?,J28_4092_F2_07,neutral
J28,4092,F1,8,다 상관 없어요. 그냥 한식 같은거?,J28_4092_F1_08,angry
J28,4092,F2,8,음. 우리 학교 근처가 워낙 허허벌판이라서. 베트남 음식 같은 거 좋아해?,J28_4092_F2_08,neutral
J28,4092,F1,9,"아, 네. 괜찮아요.",J28_4092_F1_09,neutral
J28,4092,F2,9,학교 바로 앞에 괜찮은 데 있고. 아니면 낙지 같은 것도 있고.,J28_4092_F2_09,neutral
J28,4092,F1,10,베트남 음식 좋아해요.,J28_4092_F1_10,neutral
J28,4092,F2,10,그래. 그러면 내가 인터넷에서 찾아서 바로 링크 보내줄게.,J28_4092_F2_10,sadness
J28,4092,F1,11,네 감사합니다.,J28_4092_F1_11,neutral
J28,4092,F2,11,응. 수시 원서 늦지 않게 내구. 조심해서 와.,J28_4092_F2_11,neutral
J28,4093,F2,1,수현아. 선생님이 다 봤어.,J28_4093_F2_01,neutral
J28,4093,F1,1,네?,J28_4093_F1_01,neutral
J28,4093,F2,2,너 영어 시험 컨닝 하는거. 쌤이 다 봤어.,J28_4093_F2_02,neutral
J28,4093,F1,2,아….  죄송해요 쌤.,J28_4093_F1_02,sadness
J28,4093,F2,3,왜 그랬어. 공부도 잘 하는 애가.,J28_4093_F2_03,sadness
J28,4093,F1,3,그냥…. 엄마가 자꾸 성적 떨어진다고 뭐라고 하셔서. 그래서 그랬어요. 죄송해요.,J28_4093_F1_03,sadness
J28,4093,F2,4,"그래. 너희 어머니가 성적, 많이 신경 쓰시는 거, 나도 알고 있어. 그것 때문에 너가 힘든 것도 알고. 근데 이렇게 컨닝 하는 거는, 다른 선생님들이나 다른 친구들한테 예의가 아니야. 너도 알지?",J28_4093_F2_04,sadness
J28,4093,F1,4,네…. 죄송해요.,J28_4093_F1_04,sadness
J28,4093,F2,5,원래대로라면은 0점 처리해야 하는데.,J28_4093_F2_05,angry
J28,4093,F1,5,네…,J28_4093_F1_05,sadness
J28,4093,F2,6,"너같이 잘 하는 애한테, 0점 처리가 너무 큰 타격이 될 거 같아서. 선생님도 너무 고민이 된다 진짜.",J28_4093_F2_06,sadness
J28,4093,F1,6,"죄송해요. 앞으로는 절대 그런 일 없을 거예요, 선생님.",J28_4093_F1_06,sadness
J28,4093,F2,7,약속할 수 있어?,J28_4093_F2_07,neutral
J28,4093,F1,7,"네. 정말로요. 제가 한 번 더 그러면, 퇴학 시켜도 돼요.",J28_4093_F1_07,neutral
J28,4093,F2,8,"그래 알았어. 그러면 내가 한 번만 더, 너를 믿어볼게. 알았지?",J28_4093_F2_08,neutral
J28,4093,F1,8,네 선생님. 정말 감사해요….,J28_4093_F1_08,happiness
J28,4094,F1,1,저기요….,J28_4094_F1_01,sadness
J28,4094,F2,1,네?,J28_4094_F2_01,neutral
J28,4094,F1,2,저…. 저 정말 이런 말 자주 하는 사람 아닌데.,J28_4094_F1_02,disgust
J28,4094,F2,2,네? 무슨…?,J28_4094_F2_02,neutral
J28,4094,F1,3,너무 예쁘셔서요. 사실 머리 끝부터 발 끝까지 너무 제 취향이세요.,J28_4094_F1_03,neutral
J28,4094,F2,3,"아, 감사합니다.",J28_4094_F2_03,neutral
J28,4094,F1,4,언니 진짜 이건 제가 그냥 하는 말이 아니고요. 언니 너무 예쁘세요.,J28_4094_F1_04,happiness
J28,4094,F2,4,좀 민망하네요.,J28_4094_F2_04,sadness
J28,4094,F1,5,언니 이런 말 자주 들으시죠?,J28_4094_F1_05,angry
J28,4094,F2,5,아니 근데 이렇게 모르는 사람한테 듣는 게 처음이라서… 감사해요 그래도.,J28_4094_F2_05,sadness
J28,4094,F1,6,"진짜로, 이 말은 안 하면 정말 후회할 거 같아서. 언니 너무 예뻐요. 그리고 머리 색도 이쁘고. 언니 입은 옷도 예쁘고. 언니 신발도 너무 간지나요.",J28_4094_F1_06,happiness
J28,4094,F2,6,아… 감사합니다.,J28_4094_F2_06,neutral
J28,4094,F1,7,으아. 말해버렸다.,J28_4094_F1_07,sadness
J28,4094,F2,7,감사해요. 근데 저 이제 내려야 해서.,J28_4094_F2_07,neutral
J28,4094,F1,8,앗 네네. 내리세요 언니. 언니! 꼭 행복하셔야 돼요.,J28_4094_F1_08,happiness
J28,4094,F2,8,네. 고마워요. 그리고 학생도 너무 예뻐요.,J28_4094_F2_08,happiness
J28,4095,F1,1,언니 나 남자친구 생겼다?,J28_4095_F1_01,neutral
J28,4095,F2,1,헐 진짜? 누군데 누군데.,J28_4095_F2_01,disgust
J28,4095,F1,2,그냥 같은 학교 친구야...,J28_4095_F1_02,neutral
J28,4095,F2,2,우와. 어떻게 만났는데?,J28_4095_F2_02,neutral
J28,4095,F1,3,그냥 복도에서 보고 맘에 들어서 내가 고백해버렸어.,J28_4095_F1_03,sadness
J28,4095,F2,3,대박. 멋지다 너. 어떻게 그런대?,J28_4095_F2_03,disgust
J28,4095,F1,4,그냥 그 때는 머릿속에 아무 생각도 없었나봐.,J28_4095_F1_04,sadness
J28,4095,F2,4,"근데 사귄 거 보면, 걔도 너가 마음에 들었나보다!",J28_4095_F2_04,neutral
J28,4095,F1,5,그런가봐.,J28_4095_F1_05,neutral
J28,4095,F2,5,아 부러워. 언니는 몇 년째 쏠로인데.,J28_4095_F2_05,sadness
J28,4095,F1,6,진짜? 그래도 썸은 몇 번 있었잖아.,J28_4095_F1_06,disgust
J28,4095,F2,6,근데 제대로 된 사람은 없었어. 다 그냥 나랑 한 번 자볼려고 하는 놈들 뿐이었어.,J28_4095_F2_06,neutral
J28,4095,F1,7,아…. 근데 그래도 언니가 좋아서 그런거 아니야?,J28_4095_F1_07,neutral
J28,4095,F2,7,"그런거랑 또 다르지. 나는 정말 순수하게, 나를 좋아해줄 사람 만나고 싶어.",J28_4095_F2_07,sadness
J28,4095,F1,8,언니가 너무 섹시해서 그런가봐.,J28_4095_F1_08,neutral
J28,4095,F2,8,그것도 참 피곤해. 내 마음을 안 보고 내 몸만 보고 접근한다니까?,J28_4095_F2_08,sadness
J28,4095,F1,9,에휴. 남자들은 다 왜 그런거야.,J28_4095_F1_09,neutral
J28,4095,F2,9,너도 조심해. 물론 너가 알아서 잘 만나겠지만.,J28_4095_F2_09,neutral
J28,4095,F1,10,응. 얘는 엄청 착한 애야.,J28_4095_F1_10,neutral
J28,4095,F2,10,착해도 그럴 수 있어. 항상 조심해야 돼. 너 몸은 너가 지켜야 된다?,J28_4095_F2_10,neutral
J28,4095,F1,11,알았어 언니.,J28_4095_F1_11,neutral
J28,4096,F2,1,야! 백지호!,J28_4096_F2_01,neutral
J28,4096,F1,1,왜애.,J28_4096_F1_01,neutral
J28,4096,F2,2,너 내 쿠션 썼냐?,J28_4096_F2_02,neutral
J28,4096,F1,2,아니 뭐래.,J28_4096_F1_02,neutral
J28,4096,F2,3,내 쿠션 썼잖아. 죽을래? 내 화장품에 손 대지 말라 그랬지?,J28_4096_F2_03,angry
J28,4096,F1,3,"아 무슨 그냥 딱 한 번 쓰고 나갔어. 가지고 나간 것도 아니고, 집에서 딱 한 번 바르고 나갔다.",J28_4096_F1_03,neutral
J28,4096,F2,4,미친. 쓰지 말라고. 내 퍼프에 니 립스틱 묻었잖아!,J28_4096_F2_04,angry
J28,4096,F1,4,아 진짜?,J28_4096_F1_04,disgust
J28,4096,F2,5,화장 할 줄도 모르는 게 내 화장품에 손 대지 말라 그랬지.,J28_4096_F2_05,angry
J28,4096,F1,5,아 까짓거 사주면 될 거 아니야. 얼만데?,J28_4096_F1_05,neutral
J28,4096,F2,6,육만 오천원.,J28_4096_F2_06,neutral
J28,4096,F1,6,무슨 쿠션이 육만 오천원이나 해?,J28_4096_F1_06,neutral
J28,4096,F2,7,"원래 쿠션 다 그 정도 하거든? 알바를 하던, 모아 놓은 거에서 까던, 얼른 사다 놔.",J28_4096_F2_07,angry
J28,4096,F1,7,아 보니까 얼마 남지도 않았더만. 퍼프만 사줄게.,J28_4096_F1_07,neutral
J28,4096,F2,8,그럼 그러던가. 퍼프는 이만원이야.,J28_4096_F2_08,neutral
